id,parent,child
00385,Night Vision,/wiki/T%27Challa_(Earth-616)
00386,Ebony Blade User,/wiki/T%27Challa_(Earth-616)
00387,Formerly Deceased,/wiki/T%27Challa_(Earth-616)
00388,Armor Users,/wiki/T%27Challa_(Earth-616)
00389,Trackers,/wiki/T%27Challa_(Earth-616)
00390,Cosmic Awareness,/wiki/T%27Challa_(Earth-616)
00391,Worthy of Mjolnir,/wiki/T%27Challa_(Earth-616)
00392,Phoenix Force,/wiki/T%27Challa_(Earth-616)
00393,Avengers West Coast (Earth-616)/Members,/wiki/Vision_(Earth-616)
00394,Formerly Deceased,/wiki/Vision_(Earth-616)
00395,Americans,/wiki/Vision_(Earth-616)
00396,Intangibility,/wiki/Vision_(Earth-616)
00397,Flight,/wiki/Vision_(Earth-616)
00398,Energy Absorption,/wiki/Vision_(Earth-616)
00399,Concussive Blasts,/wiki/Vision_(Earth-616)
00400,Avengers (Earth-616)/Members,/wiki/Vision_(Earth-616)
00401,Avengers (Earth-616)/Members,/wiki/Janet_Van_Dyne_(Earth-616)
00402,Defenders (Earth-616)/Members,/wiki/Janet_Van_Dyne_(Earth-616)
00403,Avengers West Coast (Earth-616)/Members,/wiki/Janet_Van_Dyne_(Earth-616)
00404,Mutates,/wiki/Janet_Van_Dyne_(Earth-616)
00405,Stan Lee/Creator,/wiki/Janet_Van_Dyne_(Earth-616)
00406,Jack Kirby/Creator,/wiki/Janet_Van_Dyne_(Earth-616)
00407,Formerly Deceased,/wiki/Janet_Van_Dyne_(Earth-616)
00408,Americans,/wiki/Janet_Van_Dyne_(Earth-616)
00409,Zoopathy,/wiki/Janet_Van_Dyne_(Earth-616)
00410,Size Alteration,/wiki/Janet_Van_Dyne_(Earth-616)
00411,Symbiotes-possessed,/wiki/Janet_Van_Dyne_(Earth-616)
00412,Avengers Academy (Earth-616)/Members,/wiki/Henry_Pym_(Earth-616)
00413,Illuminati (Earth-616)/Members,/wiki/Henry_Pym_(Earth-616)
00414,Secret Avengers (Black Ops Unit) (Earth-616)/Members,/wiki/Henry_Pym_(Earth-616)
00415,Secret Defenders (Earth-616)/Members,/wiki/Henry_Pym_(Earth-616)
00416,Avengers West Coast (Earth-616)/Members,/wiki/Henry_Pym_(Earth-616)
00417,Avengers (Earth-616)/Members,/wiki/Henry_Pym_(Earth-616)
00418,Defenders (Earth-616)/Members,/wiki/Henry_Pym_(Earth-616)
00419,Mutates,/wiki/Henry_Pym_(Earth-616)
00420,Stan Lee/Creator,/wiki/Henry_Pym_(Earth-616)
00421,Jack Kirby/Creator,/wiki/Henry_Pym_(Earth-616)
00422,Formerly Deceased,/wiki/Henry_Pym_(Earth-616)
00423,Americans,/wiki/Henry_Pym_(Earth-616)
00424,Zoopathy,/wiki/Henry_Pym_(Earth-616)
00425,Size Alteration,/wiki/Henry_Pym_(Earth-616)
00426,Flight,/wiki/Henry_Pym_(Earth-616)
00427,Stan Lee/Creator,/wiki/Mary_Jane_Watson_(Earth-616)
00428,Formerly Deceased,/wiki/Mary_Jane_Watson_(Earth-616)
00429,Americans,/wiki/Mary_Jane_Watson_(Earth-616)
00430,Empire State University Student,/wiki/Mary_Jane_Watson_(Earth-616)
00431,X-Men (Earth-616)/Members,/wiki/Katherine_Pryde_(Earth-616)
00432,Marauders (Pryde) (Earth-616)/Members,/wiki/Katherine_Pryde_(Earth-616)
00433,Guardians of the Galaxy (Earth-616)/Members,/wiki/Katherine_Pryde_(Earth-616)
00434,Excalibur (Earth-616)/Members,/wiki/Katherine_Pryde_(Earth-616)
00435,New Mutants (Earth-616)/Members,/wiki/Katherine_Pryde_(Earth-616)
00436,Mutants (Homo superior),/wiki/Katherine_Pryde_(Earth-616)
00437,Chris Claremont/Creator,/wiki/Katherine_Pryde_(Earth-616)
00438,Formerly Deceased,/wiki/Katherine_Pryde_(Earth-616)
00439,Americans,/wiki/Katherine_Pryde_(Earth-616)
00440,Intangibility,/wiki/Katherine_Pryde_(Earth-616)
00441,Telepathic Immunity,/wiki/Katherine_Pryde_(Earth-616)
00442,Bisexual Characters,/wiki/Katherine_Pryde_(Earth-616)
00443,Stan Lee/Creator,/wiki/Nicholas_Fury_(Earth-616)
00444,Jack Kirby/Creator,/wiki/Nicholas_Fury_(Earth-616)
00445,Americans,/wiki/Nicholas_Fury_(Earth-616)
00446,Cosmic Awareness,/wiki/Nicholas_Fury_(Earth-616)
00447,Stan Lee/Creator,/wiki/John_Jonah_Jameson_(Earth-616)
00448,Steve Ditko/Creator,/wiki/John_Jonah_Jameson_(Earth-616)
00449,Americans,/wiki/John_Jonah_Jameson_(Earth-616)
00450,Symbiotes-possessed,/wiki/John_Jonah_Jameson_(Earth-616)
00451,Defenders (Earth-616)/Members,/wiki/Lucas_Cage_(Earth-616)
00452,Avengers (Earth-616)/Members,/wiki/Lucas_Cage_(Earth-616)
00453,Thunderbolts (Earth-616)/Members,/wiki/Lucas_Cage_(Earth-616)
00454,Secret Avengers (Civil War) (Earth-616)/Members,/wiki/Lucas_Cage_(Earth-616)
00455,Fantastic Four (Earth-616)/Members,/wiki/Lucas_Cage_(Earth-616)
00456,Secret Defenders (Earth-616)/Members,/wiki/Lucas_Cage_(Earth-616)
00457,Super-Soldiers,/wiki/Lucas_Cage_(Earth-616)
00458,Mutates,/wiki/Lucas_Cage_(Earth-616)
00459,Americans,/wiki/Lucas_Cage_(Earth-616)
00460,Mercenaries,/wiki/Lucas_Cage_(Earth-616)
00461,Bulletproof,/wiki/Lucas_Cage_(Earth-616)
00462,Phoenix Force,/wiki/Lucas_Cage_(Earth-616)
00463,X-Men (Earth-616)/Members,/wiki/Emma_Frost_(Earth-616)
00464,Mutants (Homo superior),/wiki/Emma_Frost_(Earth-616)
00465,Chris Claremont/Creator,/wiki/Emma_Frost_(Earth-616)
00466,Formerly Deceased,/wiki/Emma_Frost_(Earth-616)
00467,Americans,/wiki/Emma_Frost_(Earth-616)
00468,Astral Projection,/wiki/Emma_Frost_(Earth-616)
00469,Mind Control,/wiki/Emma_Frost_(Earth-616)
00470,Telepathic Immunity,/wiki/Emma_Frost_(Earth-616)
00471,Phoenix Force,/wiki/Emma_Frost_(Earth-616)
00472,Empire State University Student,/wiki/Emma_Frost_(Earth-616)
00473,X-Men (Earth-616)/Members,/wiki/Rogue_(Anna_Marie)_(Earth-616)
00474,Excalibur (Earth-616)/Members,/wiki/Rogue_(Anna_Marie)_(Earth-616)
00475,Brotherhood of Evil Mutants (Earth-616)/Members,/wiki/Rogue_(Anna_Marie)_(Earth-616)
00476,Mutants (Homo superior),/wiki/Rogue_(Anna_Marie)_(Earth-616)
00477,Chris Claremont/Creator,/wiki/Rogue_(Anna_Marie)_(Earth-616)
00478,Formerly Deceased,/wiki/Rogue_(Anna_Marie)_(Earth-616)
00479,Americans,/wiki/Rogue_(Anna_Marie)_(Earth-616)
00480,Flight,/wiki/Rogue_(Anna_Marie)_(Earth-616)
00481,Telepathic Immunity,/wiki/Rogue_(Anna_Marie)_(Earth-616)
00482,Plasma Generation,/wiki/Rogue_(Anna_Marie)_(Earth-616)
00483,Guardians of the Galaxy (Earth-616)/Members,/wiki/Victor_von_Doom_(Earth-616)
00484,Stan Lee/Creator,/wiki/Victor_von_Doom_(Earth-616)
00485,Jack Kirby/Creator,/wiki/Victor_von_Doom_(Earth-616)
00486,Formerly Deceased,/wiki/Victor_von_Doom_(Earth-616)
00487,Magicians,/wiki/Victor_von_Doom_(Earth-616)
00488,Power Cosmic,/wiki/Victor_von_Doom_(Earth-616)
00489,Telepathic Immunity,/wiki/Victor_von_Doom_(Earth-616)
00490,Armor Users,/wiki/Victor_von_Doom_(Earth-616)
00491,Hypnosis,/wiki/Victor_von_Doom_(Earth-616)
00492,Force Field,/wiki/Victor_von_Doom_(Earth-616)
00493,Flight,/wiki/Victor_von_Doom_(Earth-616)
00494,Energy Absorption,/wiki/Victor_von_Doom_(Earth-616)
00495,Phoenix Force,/wiki/Victor_von_Doom_(Earth-616)
00496,X-Force (Strike Team) (Earth-616)/Members,/wiki/Wade_Wilson_(Earth-616)
00497,Thunderbolts (Red Hulk) (Earth-616)/Members,/wiki/Wade_Wilson_(Earth-616)
00498,Secret Defenders (Earth-616)/Members,/wiki/Wade_Wilson_(Earth-616)
00499,Weapon X (Earth-616)/Members,/wiki/Wade_Wilson_(Earth-616)
00500,Great Lakes Avengers (Earth-616)/Members,/wiki/Wade_Wilson_(Earth-616)
00501,X-Men (Earth-616)/Members,/wiki/Wade_Wilson_(Earth-616)
00502,Mutates,/wiki/Wade_Wilson_(Earth-616)
00503,Formerly Deceased,/wiki/Wade_Wilson_(Earth-616)
00504,Canadians,/wiki/Wade_Wilson_(Earth-616)
00505,Mercenaries,/wiki/Wade_Wilson_(Earth-616)
00506,Cosmic Awareness,/wiki/Wade_Wilson_(Earth-616)
00507,Telepathic Immunity,/wiki/Wade_Wilson_(Earth-616)
00508,Medium Awareness,/wiki/Wade_Wilson_(Earth-616)
00509,Symbiotes-possessed,/wiki/Wade_Wilson_(Earth-616)
00510,Web-Slinging,/wiki/Wade_Wilson_(Earth-616)
00511,Pansexual Characters,/wiki/Wade_Wilson_(Earth-616)
00512,Captain Universe,/wiki/Wade_Wilson_(Earth-616)
00513,Hydra (Earth-616)/Members,/wiki/Francis_Castle_(Earth-616)
00514,Secret Defenders (Earth-616)/Members,/wiki/Francis_Castle_(Earth-616)
00515,Secret Avengers (Civil War) (Earth-616)/Members,/wiki/Francis_Castle_(Earth-616)
00516,Thunderbolts (Red Hulk) (Earth-616)/Members,/wiki/Francis_Castle_(Earth-616)
00517,Formerly Deceased,/wiki/Francis_Castle_(Earth-616)
00518,Americans,/wiki/Francis_Castle_(Earth-616)
00519,Flight,/wiki/Francis_Castle_(Earth-616)
00520,Ebony Blade User,/wiki/Francis_Castle_(Earth-616)
00521,Brotherhood of Evil Mutants (Earth-616)/Members,/wiki/Max_Eisenhardt_(Earth-616)
00522,X-Men (Earth-616)/Members,/wiki/Max_Eisenhardt_(Earth-616)
00523,New Mutants (Earth-616)/Members,/wiki/Max_Eisenhardt_(Earth-616)
00524,Mutants (Homo superior),/wiki/Max_Eisenhardt_(Earth-616)
00525,Stan Lee/Creator,/wiki/Max_Eisenhardt_(Earth-616)
00526,Jack Kirby/Creator,/wiki/Max_Eisenhardt_(Earth-616)
00527,Force Field,/wiki/Max_Eisenhardt_(Earth-616)
00528,Invisibility,/wiki/Max_Eisenhardt_(Earth-616)
00529,Astral Projection,/wiki/Max_Eisenhardt_(Earth-616)
00530,Telepathic Immunity,/wiki/Max_Eisenhardt_(Earth-616)
00531,Invaders (Earth-616)/Members,/wiki/Samuel_Wilson_(Earth-616)
00532,Secret Avengers (Civil War) (Earth-616)/Members,/wiki/Samuel_Wilson_(Earth-616)
00533,Stan Lee/Creator,/wiki/Samuel_Wilson_(Earth-616)
00534,Americans,/wiki/Samuel_Wilson_(Earth-616)
00535,Flight,/wiki/Samuel_Wilson_(Earth-616)
00536,Zoopathy,/wiki/Samuel_Wilson_(Earth-616)
00537,Symbiotes-possessed,/wiki/Samuel_Wilson_(Earth-616)
00538,Stan Lee/Creator,/wiki/Maybelle_Parker_(Earth-616)
00539,Steve Ditko/Creator,/wiki/Maybelle_Parker_(Earth-616)
00540,Americans,/wiki/Maybelle_Parker_(Earth-616)
00541,Formerly Deceased,/wiki/Maybelle_Parker_(Earth-616)
00542,Guardians of the Galaxy (Earth-616)/Members,/wiki/Venom_(Symbiote)_(Earth-616)
00543,Avengers (Earth-616)/Members,/wiki/Venom_(Symbiote)_(Earth-616)
00544,Secret Avengers (Black Ops Unit) (Earth-616)/Members,/wiki/Venom_(Symbiote)_(Earth-616)
00545,Sinister Six (Earth-616)/Members,/wiki/Venom_(Symbiote)_(Earth-616)
00546,Thunderbolts (Earth-616)/Members,/wiki/Venom_(Symbiote)_(Earth-616)
00547,Twins,/wiki/Venom_(Symbiote)_(Earth-616)
00548,Shapeshifters,/wiki/Venom_(Symbiote)_(Earth-616)
00549,Wallcrawling,/wiki/Venom_(Symbiote)_(Earth-616)
00550,Energy Absorption,/wiki/Venom_(Symbiote)_(Earth-616)
00551,Avengers (Earth-616)/Members,/wiki/Pietro_Maximoff_(Earth-616)
00552,Avengers Academy (Earth-616)/Members,/wiki/Pietro_Maximoff_(Earth-616)
00553,Brotherhood of Evil Mutants (Earth-616)/Members,/wiki/Pietro_Maximoff_(Earth-616)
00554,Avengers West Coast (Earth-616)/Members,/wiki/Pietro_Maximoff_(Earth-616)
00555,Terrigenesis,/wiki/Pietro_Maximoff_(Earth-616)
00556,Mutates,/wiki/Pietro_Maximoff_(Earth-616)
00557,Stan Lee/Creator,/wiki/Pietro_Maximoff_(Earth-616)
00558,Jack Kirby/Creator,/wiki/Pietro_Maximoff_(Earth-616)
00559,Formerly Deceased,/wiki/Pietro_Maximoff_(Earth-616)
00560,Americans,/wiki/Pietro_Maximoff_(Earth-616)
00561,Intangibility,/wiki/Pietro_Maximoff_(Earth-616)
00562,Twins,/wiki/Pietro_Maximoff_(Earth-616)
00563,Thunderbolts (Revolution) (Earth-616)/Members,/wiki/James_Barnes_(Earth-616)
00564,Thunderbolts (Earth-616)/Members,/wiki/James_Barnes_(Earth-616)
00565,Invaders (Earth-616)/Members,/wiki/James_Barnes_(Earth-616)
00566,Avengers (Earth-616)/Members,/wiki/James_Barnes_(Earth-616)
00567,Jack Kirby/Creator,/wiki/James_Barnes_(Earth-616)
00568,Americans,/wiki/James_Barnes_(Earth-616)
00569,Formerly Deceased,/wiki/James_Barnes_(Earth-616)
00570,Midnight Sons (Earth-616)/Members,/wiki/Daniel_Rand_(Earth-616)
00571,Defenders (Earth-616)/Members,/wiki/Daniel_Rand_(Earth-616)
00572,Avengers (Earth-616)/Members,/wiki/Daniel_Rand_(Earth-616)
00573,Thunderbolts (Earth-616)/Members,/wiki/Daniel_Rand_(Earth-616)
00574,Secret Avengers (Civil War) (Earth-616)/Members,/wiki/Daniel_Rand_(Earth-616)
00575,Secret Defenders (Earth-616)/Members,/wiki/Daniel_Rand_(Earth-616)
00576,Mutates,/wiki/Daniel_Rand_(Earth-616)
00577,Americans,/wiki/Daniel_Rand_(Earth-616)
00578,Chi Manipulation,/wiki/Daniel_Rand_(Earth-616)
00579,Symbiotes-possessed,/wiki/Daniel_Rand_(Earth-616)
00580,Energy Absorption,/wiki/Daniel_Rand_(Earth-616)
00581,Empaths,/wiki/Daniel_Rand_(Earth-616)
00582,Annihilators (Earth-616)/Members,/wiki/Norrin_Radd_(Earth-616)
00583,Heralds of Galactus (Earth-616)/Members,/wiki/Norrin_Radd_(Earth-616)
00584,Defenders (Earth-616)/Members,/wiki/Norrin_Radd_(Earth-616)
00585,Secret Defenders (Earth-616)/Members,/wiki/Norrin_Radd_(Earth-616)
00586,Mutates,/wiki/Norrin_Radd_(Earth-616)
00587,Jack Kirby/Creator,/wiki/Norrin_Radd_(Earth-616)
00588,Formerly Deceased,/wiki/Norrin_Radd_(Earth-616)
00589,Energy Absorption,/wiki/Norrin_Radd_(Earth-616)
00590,Captain Universe,/wiki/Norrin_Radd_(Earth-616)
00591,Power Cosmic,/wiki/Norrin_Radd_(Earth-616)
00592,Astral Projection,/wiki/Norrin_Radd_(Earth-616)
00593,Intangibility,/wiki/Norrin_Radd_(Earth-616)
00594,Telekinesis,/wiki/Norrin_Radd_(Earth-616)
00595,Symbiotes-possessed,/wiki/Norrin_Radd_(Earth-616)
00596,Excalibur (Earth-616)/Members,/wiki/Elizabeth_Braddock_(Earth-616)
00597,X-Men (Earth-616)/Members,/wiki/Elizabeth_Braddock_(Earth-616)
00598,X-Force (Strike Team) (Earth-616)/Members,/wiki/Elizabeth_Braddock_(Earth-616)
00599,Mutants (Homo superior),/wiki/Elizabeth_Braddock_(Earth-616)
00600,Chris Claremont/Creator,/wiki/Elizabeth_Braddock_(Earth-616)
00601,Formerly Deceased,/wiki/Elizabeth_Braddock_(Earth-616)
00602,Americans,/wiki/Elizabeth_Braddock_(Earth-616)
00603,Astral Projection,/wiki/Elizabeth_Braddock_(Earth-616)
00604,Mind Control,/wiki/Elizabeth_Braddock_(Earth-616)
00605,Telepathic Immunity,/wiki/Elizabeth_Braddock_(Earth-616)
00606,Telekinesis,/wiki/Elizabeth_Braddock_(Earth-616)
00607,Force Field,/wiki/Elizabeth_Braddock_(Earth-616)
00608,Flight,/wiki/Elizabeth_Braddock_(Earth-616)
00609,Concussive Blasts,/wiki/Elizabeth_Braddock_(Earth-616)
00610,Invisibility,/wiki/Elizabeth_Braddock_(Earth-616)
00611,Twins,/wiki/Elizabeth_Braddock_(Earth-616)
00612,Bisexual Characters,/wiki/Elizabeth_Braddock_(Earth-616)
00613,Guardians of the Galaxy (Earth-616)/Members,/wiki/Hercules_Panhellenios_(Earth-616)
00614,Avengers (Earth-616)/Members,/wiki/Hercules_Panhellenios_(Earth-616)
00615,Avengers Academy (Earth-616)/Members,/wiki/Hercules_Panhellenios_(Earth-616)
00616,Council of Godheads (Earth-616)/Members,/wiki/Hercules_Panhellenios_(Earth-616)
00617,Secret Avengers (Civil War) (Earth-616)/Members,/wiki/Hercules_Panhellenios_(Earth-616)
00618,Defenders (Earth-616)/Members,/wiki/Hercules_Panhellenios_(Earth-616)
00619,Olympians,/wiki/Hercules_Panhellenios_(Earth-616)
00620,Stan Lee/Creator,/wiki/Hercules_Panhellenios_(Earth-616)
00621,Jack Kirby/Creator,/wiki/Hercules_Panhellenios_(Earth-616)
00622,Leaping,/wiki/Hercules_Panhellenios_(Earth-616)
00623,Invulnerability,/wiki/Hercules_Panhellenios_(Earth-616)
00624,Flight,/wiki/Hercules_Panhellenios_(Earth-616)
00625,Formerly Deceased,/wiki/Hercules_Panhellenios_(Earth-616)
00626,Symbiotes-possessed,/wiki/Hercules_Panhellenios_(Earth-616)
00627,Bisexual Characters,/wiki/Hercules_Panhellenios_(Earth-616)
00628,X-Men (Earth-616)/Members,/wiki/Remy_LeBeau_(Earth-616)
00629,Mutants (Homo superior),/wiki/Remy_LeBeau_(Earth-616)
00630,Chris Claremont/Creator,/wiki/Remy_LeBeau_(Earth-616)
00631,Americans,/wiki/Remy_LeBeau_(Earth-616)
00632,Telepathic Immunity,/wiki/Remy_LeBeau_(Earth-616)
00633,Hypnosis,/wiki/Remy_LeBeau_(Earth-616)
00634,Formerly Deceased,/wiki/Remy_LeBeau_(Earth-616)
00635,Thunderbolts (Earth-616)/Members,/wiki/Norman_Osborn_(Earth-616)
00636,Sinister Six (Earth-616)/Members,/wiki/Norman_Osborn_(Earth-616)
00637,Mutates,/wiki/Norman_Osborn_(Earth-616)
00638,Stan Lee/Creator,/wiki/Norman_Osborn_(Earth-616)
00639,Steve Ditko/Creator,/wiki/Norman_Osborn_(Earth-616)
00640,Formerly Deceased,/wiki/Norman_Osborn_(Earth-616)
00641,Americans,/wiki/Norman_Osborn_(Earth-616)
00642,Armor Users,/wiki/Norman_Osborn_(Earth-616)
00643,Empire State University Student,/wiki/Norman_Osborn_(Earth-616)
00644,Symbiotes-possessed,/wiki/Norman_Osborn_(Earth-616)
00645,X-Force (Strike Team) (Earth-616)/Members,/wiki/Nathan_Summers_(Earth-616)
00646,X-Men (Earth-616)/Members,/wiki/Nathan_Summers_(Earth-616)
00647,Secret Avengers (Civil War) (Earth-616)/Members,/wiki/Nathan_Summers_(Earth-616)
00648,New Mutants (Earth-616)/Members,/wiki/Nathan_Summers_(Earth-616)
00649,Mutants (Homo superior),/wiki/Nathan_Summers_(Earth-616)
00650,Chris Claremont/Creator,/wiki/Nathan_Summers_(Earth-616)
00651,Formerly Deceased,/wiki/Nathan_Summers_(Earth-616)
00652,Americans,/wiki/Nathan_Summers_(Earth-616)
00653,Mercenaries,/wiki/Nathan_Summers_(Earth-616)
00654,Mind Control,/wiki/Nathan_Summers_(Earth-616)
00655,Astral Projection,/wiki/Nathan_Summers_(Earth-616)
00656,Telekinesis,/wiki/Nathan_Summers_(Earth-616)
00657,Force Field,/wiki/Nathan_Summers_(Earth-616)
00658,Concussive Blasts,/wiki/Nathan_Summers_(Earth-616)
00659,Flight,/wiki/Nathan_Summers_(Earth-616)
00660,Medium Awareness,/wiki/Nathan_Summers_(Earth-616)
00661,New Mutants (Earth-616)/Members,/wiki/Samuel_Guthrie_(Earth-616)
00662,X-Men (Earth-616)/Members,/wiki/Samuel_Guthrie_(Earth-616)
00663,U.S.Avengers (Earth-616)/Members,/wiki/Samuel_Guthrie_(Earth-616)
00664,Avengers (Earth-616)/Members,/wiki/Samuel_Guthrie_(Earth-616)
00665,Mutants (Homo superior),/wiki/Samuel_Guthrie_(Earth-616)
00666,Chris Claremont/Creator,/wiki/Samuel_Guthrie_(Earth-616)
00667,Americans,/wiki/Samuel_Guthrie_(Earth-616)
00668,Flight,/wiki/Samuel_Guthrie_(Earth-616)
00669,Force Field,/wiki/Samuel_Guthrie_(Earth-616)
00670,Formerly Deceased,/wiki/Samuel_Guthrie_(Earth-616)
00671,Avengers (Earth-616)/Members,/wiki/Simon_Williams_(Earth-616)
00672,Avengers West Coast (Earth-616)/Members,/wiki/Simon_Williams_(Earth-616)
00673,Mutates,/wiki/Simon_Williams_(Earth-616)
00674,Stan Lee/Creator,/wiki/Simon_Williams_(Earth-616)
00675,Jack Kirby/Creator,/wiki/Simon_Williams_(Earth-616)
00676,Americans,/wiki/Simon_Williams_(Earth-616)
00677,Flight,/wiki/Simon_Williams_(Earth-616)
00678,Worthy of Mjolnir,/wiki/Simon_Williams_(Earth-616)
00679,Formerly Deceased,/wiki/Simon_Williams_(Earth-616)
00680,Energy Form,/wiki/Simon_Williams_(Earth-616)
00681,Invulnerability,/wiki/Simon_Williams_(Earth-616)
00682,Order of the Web (Earth-616)/Members,/wiki/Jessica_Drew_(Earth-616)
00683,Secret Avengers (S.H.I.E.L.D.) (Earth-616)/Members,/wiki/Jessica_Drew_(Earth-616)
00684,Avengers (Earth-616)/Members,/wiki/Jessica_Drew_(Earth-616)
00685,Hydra (Earth-616)/Members,/wiki/Jessica_Drew_(Earth-616)
00686,Mutates,/wiki/Jessica_Drew_(Earth-616)
00687,Formerly Deceased,/wiki/Jessica_Drew_(Earth-616)
00688,Americans,/wiki/Jessica_Drew_(Earth-616)
00689,Mercenaries,/wiki/Jessica_Drew_(Earth-616)
00690,Flight,/wiki/Jessica_Drew_(Earth-616)
00691,Pheromones,/wiki/Jessica_Drew_(Earth-616)
00692,Wallcrawling,/wiki/Jessica_Drew_(Earth-616)
00693,Avengers (Earth-616)/Members,/wiki/Patricia_Walker_(Earth-616)
00694,Defenders (Earth-616)/Members,/wiki/Patricia_Walker_(Earth-616)
00695,Mutates,/wiki/Patricia_Walker_(Earth-616)
00696,Stan Lee/Creator,/wiki/Patricia_Walker_(Earth-616)
00697,Jack Kirby/Creator,/wiki/Patricia_Walker_(Earth-616)
00698,Formerly Deceased,/wiki/Patricia_Walker_(Earth-616)
00699,Americans,/wiki/Patricia_Walker_(Earth-616)
00700,Telekinesis,/wiki/Patricia_Walker_(Earth-616)
00701,Telepathic Immunity,/wiki/Patricia_Walker_(Earth-616)
00702,Night Vision,/wiki/Patricia_Walker_(Earth-616)
00703,Formerly Deceased,/wiki/Conan_(Earth-616)
00704,Mercenaries,/wiki/Conan_(Earth-616)
00705,Superhuman Smelling,/wiki/Conan_(Earth-616)
00706,Equestrianism,/wiki/Conan_(Earth-616)
00707,Symbiotes-possessed,/wiki/Conan_(Earth-616)
00708,Hydra (Earth-616)/Members,/wiki/Wilson_Fisk_(Earth-616)
00709,Stan Lee/Creator,/wiki/Wilson_Fisk_(Earth-616)
00710,Americans,/wiki/Wilson_Fisk_(Earth-616)
00711,Telepathic Immunity,/wiki/Wilson_Fisk_(Earth-616)
00712,New Mutants (Earth-616)/Members,/wiki/Illyana_Rasputina_(Earth-616)
00713,X-Men (Earth-616)/Members,/wiki/Illyana_Rasputina_(Earth-616)
00714,Marauders (Pryde) (Earth-616)/Members,/wiki/Illyana_Rasputina_(Earth-616)
00715,Magicians,/wiki/Illyana_Rasputina_(Earth-616)
00716,Mutants (Homo superior),/wiki/Illyana_Rasputina_(Earth-616)
00717,Formerly Deceased,/wiki/Illyana_Rasputina_(Earth-616)
00718,Astral Projection,/wiki/Illyana_Rasputina_(Earth-616)
00719,Telepathic Immunity,/wiki/Illyana_Rasputina_(Earth-616)
00720,Phoenix Force,/wiki/Illyana_Rasputina_(Earth-616)
00721,Flight,/wiki/Illyana_Rasputina_(Earth-616)
00722,Guardians of the Galaxy (Earth-616)/Members,/wiki/Eugene_Thompson_(Earth-616)
00723,Avengers (Earth-616)/Members,/wiki/Eugene_Thompson_(Earth-616)
00724,Thunderbolts (Red Hulk) (Earth-616)/Members,/wiki/Eugene_Thompson_(Earth-616)
00725,Secret Avengers (Black Ops Unit) (Earth-616)/Members,/wiki/Eugene_Thompson_(Earth-616)
00726,Stan Lee/Creator,/wiki/Eugene_Thompson_(Earth-616)
00727,Steve Ditko/Creator,/wiki/Eugene_Thompson_(Earth-616)
00728,Formerly Deceased,/wiki/Eugene_Thompson_(Earth-616)
00729,Americans,/wiki/Eugene_Thompson_(Earth-616)
00730,Wallcrawling,/wiki/Eugene_Thompson_(Earth-616)
00731,Night Vision,/wiki/Eugene_Thompson_(Earth-616)
00732,Symbiotes-possessed,/wiki/Eugene_Thompson_(Earth-616)
00733,Web-Slinging,/wiki/Eugene_Thompson_(Earth-616)
00734,Empire State University Student,/wiki/Eugene_Thompson_(Earth-616)
00735,Super-Soldiers,/wiki/Eugene_Thompson_(Earth-616)
00736,Avengers (Earth-616)/Members,/wiki/James_Rhodes_(Earth-616)
00737,Secret Avengers (S.H.I.E.L.D.) (Earth-616)/Members,/wiki/James_Rhodes_(Earth-616)
00738,Secret Avengers (Black Ops Unit) (Earth-616)/Members,/wiki/James_Rhodes_(Earth-616)
00739,Avengers West Coast (Earth-616)/Members,/wiki/James_Rhodes_(Earth-616)
00740,Secret Defenders (Earth-616)/Members,/wiki/James_Rhodes_(Earth-616)
00741,Formerly Deceased,/wiki/James_Rhodes_(Earth-616)
00742,Americans,/wiki/James_Rhodes_(Earth-616)
00743,Armor Users,/wiki/James_Rhodes_(Earth-616)
00744,Thunderbolts (Earth-616)/Members,/wiki/Otto_Octavius_(Earth-616)
00745,Sinister Six (Earth-616)/Members,/wiki/Otto_Octavius_(Earth-616)
00746,Hydra (Earth-616)/Members,/wiki/Otto_Octavius_(Earth-616)
00747,Avengers (Earth-616)/Members,/wiki/Otto_Octavius_(Earth-616)
00748,Mutates,/wiki/Otto_Octavius_(Earth-616)
00749,Stan Lee/Creator,/wiki/Otto_Octavius_(Earth-616)
00750,Steve Ditko/Creator,/wiki/Otto_Octavius_(Earth-616)
00751,Formerly Deceased,/wiki/Otto_Octavius_(Earth-616)
00752,Americans,/wiki/Otto_Octavius_(Earth-616)
00753,Wallcrawling,/wiki/Otto_Octavius_(Earth-616)
